user_id,timestamp,channel,event_type,dwell_time,brand
0150637e-0782-4c34,2026-03-11 08:21:00.314,YouTube,impression,2.44,Brand D
015d0bce-ba4a-43e8,2026-04-07 23:49:21.614,E-commerce Marketplaces,impression,10.23,Brand A
015d0bce-ba4a-43e8,2026-04-08 22:09:40.130,YouTube,impression,27.57,Brand A
015d0bce-ba4a-43e8,2026-04-09 03:19:09.522,YouTube,conversion,44.51,Brand A
016f150e-f6f2-4e8f,2026-03-09 04:22:05.300,Google Search,impression,10.71,Brand I
016f150e-f6f2-4e8f,2026-03-09 04:25:11.746,Google Search,click,15.29,Brand I
016f150e-f6f2-4e8f,2026-03-10 03:42:05.431,Instagram,impression,7.99,Brand I
016f150e-f6f2-4e8f,2026-03-11 02:46:14.011,YouTube,impression,14.16,Brand I
016f150e-f6f2-4e8f,2026-03-12 01:26:40.441,Influencer Networks,impression,26.64,Brand I
016f733e-7564-4f53,2026-04-20 03:23:28.059,Influencer Networks,impression,28.13,Brand E
016f733e-7564-4f53,2026-04-21 04:56:39.913,Google Search,impression,9.76,Brand E
016f733e-7564-4f53,2026-04-22 03:29:11.358,YouTube,impression,9.45,Brand E
016f733e-7564-4f53,2026-04-23 06:02:26.848,Instagram,impression,19.41,Brand E
016f733e-7564-4f53,2026-04-24 05:19:10.105,YouTube,impression,28.17,Brand E
016f733e-7564-4f53,2026-04-24 05:20:35.917,YouTube,click,27.02,Brand E
017ce984-cc78-4fbe,2026-05-29 07:04:14.264,Instagram,impression,9.32,Brand G
017d7419-986a-481c,2026-04-06 07:49:51.686,Google Search,impression,12.19,Brand F
017d7419-986a-481c,2026-04-07 06:10:33.544,E-commerce Marketplaces,impression,3.58,Brand F
017d7419-986a-481c,2026-04-08 06:10:41.807,E-commerce Marketplaces,impression,21.9,Brand F
017d7419-986a-481c,2026-04-08 06:13:57.687,E-commerce Marketplaces,click,30.33,Brand F
017d7419-986a-481c,2026-04-08 16:35:12.180,E-commerce Marketplaces,conversion,153.65,Brand F
018123dd-2413-4d65,2026-05-25 22:37:00.605,E-commerce Marketplaces,impression,12.82,Brand B
018123dd-2413-4d65,2026-05-27 00:06:29.171,E-commerce Marketplaces,impression,25.67,Brand B
018123dd-2413-4d65,2026-05-27 10:02:33.791,E-commerce Marketplaces,conversion,279.88,Brand B
01878be3-3687-499f,2026-04-12 13:09:13.826,YouTube,impression,25.76,Brand E
01878be3-3687-499f,2026-04-13 11:35:02.821,E-commerce Marketplaces,impression,20.95,Brand E
01878be3-3687-499f,2026-04-14 13:30:05.565,Google Search,impression,8.1,Brand E
01878be3-3687-499f,2026-04-15 13:15:27.551,YouTube,impression,8.55,Brand E
01878be3-3687-499f,2026-04-16 12:31:51.832,Instagram,impression,14.0,Brand E
01884e35-6392-4b7b,2026-04-24 01:38:18.421,Google Search,impression,27.83,Brand D
01884e35-6392-4b7b,2026-04-25 00:36:05.151,E-commerce Marketplaces,impression,21.23,Brand D
01884e35-6392-4b7b,2026-04-25 22:38:18.191,E-commerce Marketplaces,impression,11.73,Brand D
01884e35-6392-4b7b,2026-04-25 22:48:00.391,E-commerce Marketplaces,click,90.04,Brand D
0188d0f1-2b7a-4027,2026-03-19 12:31:47.854,Instagram,impression,6.71,Brand J
0188d0f1-2b7a-4027,2026-03-20 13:30:34.089,Google Search,impression,25.79,Brand J
0188d0f1-2b7a-4027,2026-03-21 15:06:07.634,E-commerce Marketplaces,impression,25.27,Brand J
0188d0f1-2b7a-4027,2026-03-21 23:52:45.070,E-commerce Marketplaces,conversion,30.48,Brand J
0188ef4f-a6f6-4bf7,2026-05-14 11:57:53.433,E-commerce Marketplaces,impression,20.55,Brand J
0188ef4f-a6f6-4bf7,2026-05-14 15:47:39.760,E-commerce Marketplaces,conversion,154.79,Brand J
018b559c-c181-4574,2026-04-06 14:42:06.951,Google Search,impression,4.96,Brand A
018b559c-c181-4574,2026-04-07 16:46:16.812,Influencer Networks,impression,11.61,Brand A
018b559c-c181-4574,2026-04-08 15:48:25.093,YouTube,impression,19.86,Brand A
018b559c-c181-4574,2026-04-09 13:40:10.669,Google Search,impression,18.83,Brand A
01906c77-74bb-43f5,2026-03-10 10:18:48.390,Google Search,impression,5.71,Brand H
01906c77-74bb-43f5,2026-03-11 09:49:53.097,YouTube,impression,19.43,Brand H
01906c77-74bb-43f5,2026-03-12 09:22:09.073,Google Search,impression,4.59,Brand H
01906c77-74bb-43f5,2026-03-13 12:50:29.907,E-commerce Marketplaces,impression,18.39,Brand H
019d31b5-6cde-40ad,2026-04-16 02:45:54.660,E-commerce Marketplaces,impression,15.07,Brand C
019d31b5-6cde-40ad,2026-04-16 14:40:42.677,E-commerce Marketplaces,conversion,32.69,Brand C
01aa94e1-88c8-458e,2026-03-25 12:30:24.613,YouTube,impression,20.82,Brand G
01b58589-8051-4694,2026-04-17 00:49:19.382,Influencer Networks,impression,4.22,Brand F
01b58589-8051-4694,2026-04-18 01:28:50.139,Instagram,impression,5.78,Brand F
01b58589-8051-4694,2026-04-19 00:18:20.872,Instagram,impression,24.86,Brand F
01b58589-8051-4694,2026-04-19 00:28:04.174,Instagram,click,71.46,Brand F
01b58589-8051-4694,2026-04-20 01:08:58.218,Google Search,impression,20.62,Brand F
01b58589-8051-4694,2026-04-21 03:07:16.320,E-commerce Marketplaces,impression,28.2,Brand F
01b58589-8051-4694,2026-04-21 05:20:39.648,E-commerce Marketplaces,conversion,213.49,Brand F
01d3611c-63b6-4591,2026-04-30 00:20:56.648,YouTube,impression,8.35,Brand I
01d3611c-63b6-4591,2026-05-01 02:38:02.500,Instagram,impression,28.48,Brand I
01d3611c-63b6-4591,2026-05-02 01:42:50.988,Influencer Networks,impression,2.65,Brand I
01d3611c-63b6-4591,2026-05-02 23:11:54.652,Instagram,impression,3.69,Brand I
01d3611c-63b6-4591,2026-05-04 02:40:54.539,Influencer Networks,impression,14.66,Brand I
01d96ee2-2fbf-4be2,2026-04-21 10:15:58.385,Google Search,impression,18.73,Brand E
01dd17e9-06df-4bec,2026-04-07 19:25:41.463,E-commerce Marketplaces,impression,11.57,Brand C
01dd17e9-06df-4bec,2026-04-08 06:43:27.026,E-commerce Marketplaces,conversion,137.97,Brand C
01e406e3-d1c6-4ddc,2026-03-19 01:19:35.002,Instagram,impression,17.93,Brand F
01e406e3-d1c6-4ddc,2026-03-19 23:44:29.705,Influencer Networks,impression,16.99,Brand F
01e406e3-d1c6-4ddc,2026-03-21 01:46:07.632,YouTube,impression,25.36,Brand F
01e48e11-a98d-4e54,2026-04-25 20:31:59.781,Google Search,impression,14.16,Brand J
01e48e11-a98d-4e54,2026-04-25 20:37:31.157,Google Search,click,12.07,Brand J
01e48e11-a98d-4e54,2026-04-26 21:18:54.408,Google Search,impression,16.31,Brand J
01e48e11-a98d-4e54,2026-04-26 21:27:49.093,Google Search,click,37.24,Brand J
01e48e11-a98d-4e54,2026-04-27 20:34:57.597,E-commerce Marketplaces,impression,22.68,Brand J
01e51d69-0956-48f1,2026-05-10 11:16:46.113,E-commerce Marketplaces,impression,2.72,Brand A
01e70bc0-2667-4fbb,2026-03-13 10:19:59.610,Google Search,impression,8.59,Brand I
01e70bc0-2667-4fbb,2026-03-14 08:19:17.594,Instagram,impression,10.58,Brand I
01e70bc0-2667-4fbb,2026-03-15 10:33:09.423,Google Search,impression,3.73,Brand I
01f67a44-52a9-485f,2026-03-21 02:05:01.269,Influencer Networks,impression,23.15,Brand I
01f67a44-52a9-485f,2026-03-22 04:53:01.492,YouTube,impression,26.58,Brand I
01f67a44-52a9-485f,2026-03-23 02:14:33.625,Google Search,impression,12.1,Brand I
01f67a44-52a9-485f,2026-03-23 02:22:08.603,Google Search,click,52.4,Brand I
01fa803a-56ca-489a,2026-04-19 18:25:03.839,Google Search,impression,23.13,Brand G
01fa803a-56ca-489a,2026-04-20 16:36:36.381,E-commerce Marketplaces,impression,18.52,Brand G
01fe985b-27b2-4b6d,2026-03-08 02:53:19.824,YouTube,impression,16.95,Brand A
01fe985b-27b2-4b6d,2026-03-09 00:49:40.204,Google Search,impression,18.25,Brand A
01fe985b-27b2-4b6d,2026-03-10 02:57:22.532,YouTube,impression,7.84,Brand A
01fee2c6-4058-491e,2026-05-06 23:16:04.581,Influencer Networks,impression,12.58,Brand A
01fee2c6-4058-491e,2026-05-08 01:22:23.744,Influencer Networks,impression,9.05,Brand A
01fee2c6-4058-491e,2026-05-08 23:23:04.008,Google Search,impression,16.35,Brand A
02026675-28f9-4024,2026-04-15 23:25:58.606,E-commerce Marketplaces,impression,5.24,Brand D
02026675-28f9-4024,2026-04-16 02:54:58.878,E-commerce Marketplaces,conversion,110.22,Brand D
0203f082-766d-4a76,2026-04-18 13:03:55.289,Instagram,impression,6.28,Brand F
0203f082-766d-4a76,2026-04-19 10:03:28.137,E-commerce Marketplaces,impression,19.46,Brand F
0203f082-766d-4a76,2026-04-20 13:34:46.640,E-commerce Marketplaces,impression,22.6,Brand F
0203f082-766d-4a76,2026-04-21 12:43:32.067,Influencer Networks,impression,25.35,Brand F
0203f082-766d-4a76,2026-04-22 12:54:12.477,YouTube,impression,29.35,Brand F
0203f082-766d-4a76,2026-04-22 13:01:10.998,YouTube,click,96.19,Brand F
0206905c-13cc-4e49,2026-05-01 13:39:30.708,Influencer Networks,impression,24.64,Brand B
0206905c-13cc-4e49,2026-05-02 11:53:54.879,Instagram,impression,2.22,Brand B
0206905c-13cc-4e49,2026-05-03 13:41:29.088,Google Search,impression,20.89,Brand B
0206905c-13cc-4e49,2026-05-03 13:43:47.003,Google Search,click,67.35,Brand B
02123b5f-9073-4c24,2026-04-03 09:17:17.645,YouTube,impression,22.29,Brand J
02123b5f-9073-4c24,2026-04-04 09:49:12.751,E-commerce Marketplaces,impression,5.69,Brand J
02123b5f-9073-4c24,2026-04-04 09:52:02.513,E-commerce Marketplaces,click,18.25,Brand J
02123b5f-9073-4c24,2026-04-05 10:57:42.238,YouTube,impression,9.18,Brand J
02123b5f-9073-4c24,2026-04-06 12:12:51.954,Instagram,impression,5.87,Brand J
02123b5f-9073-4c24,2026-04-07 11:44:02.762,Influencer Networks,impression,15.54,Brand J
0212624c-92a3-482f,2026-03-14 17:58:58.292,Influencer Networks,impression,24.85,Brand G
0212c94d-b7bd-4c90,2026-03-30 13:13:18.661,Google Search,impression,15.98,Brand H
0212c94d-b7bd-4c90,2026-03-31 12:27:51.082,YouTube,impression,20.45,Brand H
0212c94d-b7bd-4c90,2026-04-01 12:28:17.186,Google Search,impression,11.31,Brand H
0212c94d-b7bd-4c90,2026-04-01 16:56:06.173,Google Search,conversion,113.97,Brand H
021b3b42-1284-4451,2026-05-08 10:32:22.227,Google Search,impression,28.71,Brand C
022d024f-3206-476e,2026-03-22 21:17:51.954,E-commerce Marketplaces,impression,28.27,Brand F
023f41e8-ecf8-4824,2026-04-03 06:55:17.209,Influencer Networks,impression,7.29,Brand G
023f41e8-ecf8-4824,2026-04-04 06:21:57.741,E-commerce Marketplaces,impression,28.73,Brand G
023f41e8-ecf8-4824,2026-04-04 06:24:56.726,E-commerce Marketplaces,click,52.43,Brand G
023f41e8-ecf8-4824,2026-04-04 16:05:36.328,E-commerce Marketplaces,conversion,268.41,Brand G
024500be-e175-492b,2026-04-11 22:01:51.321,Google Search,impression,9.67,Brand F
024500be-e175-492b,2026-04-11 22:08:06.111,Google Search,click,45.84,Brand F
024500be-e175-492b,2026-04-12 20:36:34.712,YouTube,impression,19.4,Brand F
024500be-e175-492b,2026-04-13 22:15:10.211,YouTube,impression,28.8,Brand F
024500be-e175-492b,2026-04-14 19:43:10.754,Instagram,impression,26.73,Brand F
0249ff97-182e-4417,2026-04-10 05:40:46.920,Instagram,impression,29.86,Brand F
02513b0b-5b91-4b0a,2026-03-20 17:59:46.498,E-commerce Marketplaces,impression,12.39,Brand E
02513b0b-5b91-4b0a,2026-03-21 04:11:36.565,E-commerce Marketplaces,conversion,209.86,Brand E
02524062-7afa-4bf4,2026-04-19 10:55:07.803,Influencer Networks,impression,16.36,Brand F
025cd493-1f54-4621,2026-03-17 16:03:33.585,YouTube,impression,24.14,Brand H
02714446-45b3-4317,2026-04-20 09:46:10.394,E-commerce Marketplaces,impression,6.42,Brand J
02714446-45b3-4317,2026-04-20 18:11:52.149,E-commerce Marketplaces,conversion,66.56,Brand J
0272a77c-8fd4-495d,2026-05-20 20:27:30.635,Instagram,impression,3.73,Brand A
027c5e80-0286-4fa7,2026-05-27 04:37:11.617,YouTube,impression,2.78,Brand J
027c5e80-0286-4fa7,2026-05-27 10:57:44.667,YouTube,conversion,255.14,Brand J
027d5367-5442-459d,2026-05-19 18:59:29.189,Influencer Networks,impression,29.47,Brand J
027d5367-5442-459d,2026-05-20 01:17:54.218,Influencer Networks,conversion,32.43,Brand J
0287695e-e540-4a16,2026-04-21 12:06:25.407,YouTube,impression,28.61,Brand I
0287695e-e540-4a16,2026-04-22 14:13:58.345,YouTube,impression,16.39,Brand I
0287695e-e540-4a16,2026-04-23 14:42:38.442,E-commerce Marketplaces,impression,12.44,Brand I
02aa110f-581f-4562,2026-03-10 15:37:52.061,Instagram,impression,29.17,Brand J
02aa110f-581f-4562,2026-03-11 16:59:15.065,Google Search,impression,25.1,Brand J
02aa6a68-558b-4621,2026-03-08 23:08:09.564,Influencer Networks,impression,12.86,Brand D
02aa6a68-558b-4621,2026-03-10 00:29:43.029,Instagram,impression,3.45,Brand D
02aa6a68-558b-4621,2026-03-11 00:04:53.491,Instagram,impression,13.63,Brand D
02aa6a68-558b-4621,2026-03-12 00:09:12.578,E-commerce Marketplaces,impression,9.61,Brand D
02aa6a68-558b-4621,2026-03-12 11:53:03.386,E-commerce Marketplaces,conversion,158.63,Brand D
02aac4e9-fc01-43b3,2026-04-09 17:27:48.410,Influencer Networks,impression,19.3,Brand F
