user_id,timestamp,channel,event_type,dwell_time,brand
263fb4b3-b47b-4935,2026-03-01 09:03:21.561,Instagram,click,0.0,Brand B
263fb4b3-b47b-4935,2026-03-01 09:03:23.561,Instagram,click,0.0,Brand B
263fb4b3-b47b-4935,2026-03-01 09:03:26.561,Instagram,click,0.0,Brand B
263fb4b3-b47b-4935,2026-03-01 09:03:35.561,Instagram,click,0.0,Brand B
263fb4b3-b47b-4935,2026-03-01 09:03:36.561,Instagram,click,0.0,Brand B
263fb4b3-b47b-4935,2026-03-01 09:03:44.561,Instagram,click,0.0,Brand B
263fb4b3-b47b-4935,2026-03-01 09:04:05.561,Instagram,click,0.0,Brand B
ae485dc8-eeda-4670,2026-03-01 09:25:57.536,Instagram,impression,23.16,Brand G
528e6edc-e248-426d,2026-03-01 09:26:43.900,Instagram,impression,9.0,Brand I
d4399392-4678-4ee5,2026-03-01 09:42:53.750,Instagram,impression,16.07,Brand A
186a99fc-0dd8-4dad,2026-03-01 09:47:28.352,YouTube,impression,17.54,Brand C
9e6bf5d6-2b0d-4b48,2026-03-01 09:49:42.768,E-commerce Marketplaces,conversion,153.99,Brand A
caad437e-46b6-4575,2026-03-01 10:48:01.696,E-commerce Marketplaces,impression,7.96,Brand F
0c575b0b-e46e-4ef0,2026-03-01 11:22:33.807,E-commerce Marketplaces,impression,5.3,Brand G
0c575b0b-e46e-4ef0,2026-03-01 11:30:49.677,E-commerce Marketplaces,click,14.74,Brand G
bb3e62ac-1caa-4beb,2026-03-01 12:29:25.120,E-commerce Marketplaces,conversion,135.15,Brand C
618a4c22-7497-495c,2026-03-01 12:33:55.128,Influencer Networks,impression,25.67,Brand F
2c36ee6d-d3a0-4cdc,2026-03-01 12:54:02.810,E-commerce Marketplaces,conversion,24.18,Brand F
ed3a4421-c4d6-466c,2026-03-01 13:04:38.184,Instagram,impression,18.94,Brand G
b293891d-ef36-4239,2026-03-01 13:20:07.623,Instagram,impression,13.48,Brand B
bb06d8c9-303d-4ea5,2026-03-01 13:22:11.881,E-commerce Marketplaces,impression,2.23,Brand B
96c59e15-38e2-46fd,2026-03-01 13:27:07.418,Influencer Networks,impression,17.4,Brand I
cae48273-a150-441b,2026-03-01 13:29:00.912,YouTube,impression,10.03,Brand D
d101cc84-2559-464d,2026-03-01 13:46:43.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:46:49.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:46:51.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:46:51.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:46:53.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:47:03.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:47:09.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:47:19.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:47:27.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:47:39.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:47:46.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:47:53.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:48:04.441,Instagram,click,0.0,Brand C
d101cc84-2559-464d,2026-03-01 13:48:07.441,Instagram,click,0.0,Brand C
acd40b0f-690e-4fd1,2026-03-01 14:01:27.757,YouTube,impression,5.53,Brand H
212e70af-7979-47e5,2026-03-01 14:13:06.932,Google Search,impression,7.48,Brand A
9971a742-ff6c-4471,2026-03-01 14:15:08.119,E-commerce Marketplaces,impression,9.77,Brand E
ccd43322-f9a1-460c,2026-03-01 14:22:37.729,Google Search,impression,16.52,Brand G
e2e38fb6-b4c8-42e9,2026-03-01 14:22:47.557,Google Search,impression,9.61,Brand G
8ac04e4d-267d-4404,2026-03-01 14:26:36.050,Google Search,impression,19.45,Brand A
e6e88a19-3dbe-40ac,2026-03-01 14:34:23.911,Influencer Networks,impression,20.12,Brand A
da48b91d-aad3-4b7b,2026-03-01 14:40:08.604,Google Search,impression,5.04,Brand D
2d2b6728-8393-4e0c,2026-03-01 14:49:50.229,E-commerce Marketplaces,impression,27.31,Brand A
11e1a72c-9dab-443b,2026-03-01 15:27:40.353,Instagram,impression,26.93,Brand J
4bb347c2-d86a-4617,2026-03-01 15:28:41.153,Google Search,impression,19.55,Brand E
c5c25b70-6354-44fc,2026-03-01 15:47:47.998,E-commerce Marketplaces,conversion,149.8,Brand C
122eff47-31db-4c8e,2026-03-01 15:51:13.453,Instagram,impression,27.26,Brand B
f6014619-7149-4a9f,2026-03-01 15:53:00.945,YouTube,impression,4.09,Brand G
122eff47-31db-4c8e,2026-03-01 15:59:57.550,Instagram,click,114.94,Brand B
99604450-2ba4-41b5,2026-03-01 17:03:08.495,Google Search,impression,8.39,Brand J
843a4897-9eb6-436e,2026-03-01 17:20:25.395,Influencer Networks,impression,23.3,Brand J
c62b0530-22b0-4a13,2026-03-01 17:20:58.341,E-commerce Marketplaces,impression,17.45,Brand A
9bcbe1e9-b716-4b47,2026-03-01 17:22:19.991,E-commerce Marketplaces,impression,24.55,Brand B
c62b0530-22b0-4a13,2026-03-01 17:27:30.380,E-commerce Marketplaces,click,82.28,Brand A
bc92a9a3-65d7-450c,2026-03-01 17:38:05.614,E-commerce Marketplaces,impression,15.98,Brand H
9ecb2f6d-8b48-4ca1,2026-03-01 17:43:46.028,E-commerce Marketplaces,impression,12.04,Brand H
61ae983b-65d2-42ec,2026-03-01 18:07:39.495,Google Search,impression,9.52,Brand A
7dd39ae4-3fd5-4c05,2026-03-01 18:26:53.251,YouTube,impression,19.25,Brand B
34612e4b-6424-4a80,2026-03-01 18:28:19.701,Influencer Networks,impression,8.75,Brand A
8774f292-c970-4af6,2026-03-01 18:33:24.326,E-commerce Marketplaces,impression,18.72,Brand F
8774f292-c970-4af6,2026-03-01 18:42:35.135,E-commerce Marketplaces,click,61.31,Brand F
6254ae77-de61-451b,2026-03-01 19:08:06.433,Google Search,impression,19.06,Brand C
2cff508a-67c1-422d,2026-03-01 19:12:27.759,E-commerce Marketplaces,impression,3.11,Brand J
8e020aa3-9ad0-466a,2026-03-01 19:13:43.021,Google Search,impression,19.49,Brand B
51a6abed-62c8-41cd,2026-03-01 19:14:44.040,YouTube,impression,25.71,Brand A
58c80e63-a06a-4bf5,2026-03-01 19:23:04.740,YouTube,impression,26.65,Brand C
3528f208-82a9-4a5f,2026-03-01 19:40:15.497,Instagram,impression,18.32,Brand G
47ad4843-755e-4412,2026-03-01 19:54:48.393,E-commerce Marketplaces,impression,25.01,Brand B
a58bfb45-da99-4558,2026-03-01 20:01:10.277,Influencer Networks,impression,27.46,Brand F
daa546d4-1890-46e2,2026-03-01 20:10:56.719,Instagram,impression,23.73,Brand B
693cd964-fe54-4a10,2026-03-01 20:32:41.074,YouTube,impression,24.84,Brand I
3276c8b7-66fc-40ed,2026-03-01 20:33:55.577,Instagram,impression,23.54,Brand E
2199646d-5666-4cac,2026-03-01 21:00:19.319,E-commerce Marketplaces,impression,27.81,Brand G
2f8e9c56-ce40-4ecb,2026-03-01 21:17:39.069,Influencer Networks,impression,17.8,Brand A
2f8e9c56-ce40-4ecb,2026-03-01 21:21:48.676,Influencer Networks,click,72.31,Brand A
0fee38ca-4272-4e2d,2026-03-01 21:46:54.321,E-commerce Marketplaces,impression,15.42,Brand A
beb9842f-53e0-4b68,2026-03-01 21:57:11.370,Google Search,impression,4.81,Brand H
d6bb57c4-8e89-4fc9,2026-03-01 21:58:37.106,E-commerce Marketplaces,impression,25.47,Brand H
7a764e24-6f34-4394,2026-03-01 22:22:58.700,Google Search,impression,10.86,Brand G
65c037e1-bcf1-42b8,2026-03-01 22:28:07.743,Google Search,impression,4.09,Brand D
65c037e1-bcf1-42b8,2026-03-01 22:34:45.771,Google Search,click,6.54,Brand D
42e2f030-afd2-46eb,2026-03-01 23:08:26.971,E-commerce Marketplaces,impression,21.48,Brand E
5322ea27-546d-4d0e,2026-03-01 23:09:08.317,E-commerce Marketplaces,impression,27.84,Brand E
fa1e7a5b-b211-4d54,2026-03-01 23:16:53.669,Instagram,impression,21.44,Brand J
cfa82283-6cc5-4844,2026-03-01 23:21:56.019,E-commerce Marketplaces,impression,19.87,Brand I
6f96fd53-33e0-4e60,2026-03-01 23:49:41.832,Instagram,click,0.0,Brand F
6f96fd53-33e0-4e60,2026-03-01 23:49:43.832,Instagram,click,0.0,Brand F
6f96fd53-33e0-4e60,2026-03-01 23:49:51.832,Instagram,click,0.0,Brand F
6f96fd53-33e0-4e60,2026-03-01 23:49:53.832,Instagram,click,0.0,Brand F
6f96fd53-33e0-4e60,2026-03-01 23:50:17.832,Instagram,click,0.0,Brand F
d0f342e7-81ef-4b88,2026-03-01 23:58:32.554,Influencer Networks,impression,22.73,Brand J
69c9827b-0a85-4936,2026-03-02 00:00:06.768,E-commerce Marketplaces,impression,6.65,Brand E
d0f342e7-81ef-4b88,2026-03-02 00:03:16.784,Influencer Networks,click,85.51,Brand J
42e2f030-afd2-46eb,2026-03-02 00:45:09.116,E-commerce Marketplaces,conversion,173.62,Brand E
30767deb-b4c3-4b52,2026-03-02 01:03:10.173,YouTube,impression,28.08,Brand B
2d2b6728-8393-4e0c,2026-03-02 01:03:14.869,E-commerce Marketplaces,conversion,285.88,Brand A
30767deb-b4c3-4b52,2026-03-02 01:07:47.130,YouTube,click,25.16,Brand B
3f2c870e-30b3-482d,2026-03-02 01:12:10.982,E-commerce Marketplaces,impression,18.28,Brand G
dcc86d9b-e893-4ca5,2026-03-02 01:45:44.553,Instagram,impression,11.41,Brand E
fb859658-6c9a-40ba,2026-03-02 01:58:54.143,E-commerce Marketplaces,impression,16.5,Brand H
447fbc05-9aad-4f72,2026-03-02 02:07:37.166,YouTube,impression,7.85,Brand D
46b18cc2-625e-494e,2026-03-02 02:21:43.556,Instagram,impression,24.63,Brand H
bbb49520-e3ed-4624,2026-03-02 02:30:32.761,YouTube,impression,6.71,Brand H
be5019dd-5b5f-4c26,2026-03-02 02:37:05.582,Instagram,impression,9.33,Brand J
8ab3b645-8eff-4417,2026-03-02 02:40:04.409,Google Search,impression,18.91,Brand G
3aae54ce-0b4e-4d4a,2026-03-02 02:49:40.376,YouTube,impression,26.11,Brand J
8ab3b645-8eff-4417,2026-03-02 02:49:42.738,Google Search,click,69.58,Brand G
748049bf-4113-4cca,2026-03-02 02:57:45.085,Instagram,impression,25.9,Brand I
9ecb2f6d-8b48-4ca1,2026-03-02 03:01:54.548,E-commerce Marketplaces,conversion,279.84,Brand H
e26e0360-bc3f-4b95,2026-03-02 03:06:28.500,Instagram,impression,14.34,Brand C
2781c910-b300-49a8,2026-03-02 03:06:49.437,YouTube,impression,9.4,Brand J
6c31db55-98a0-4793,2026-03-02 03:16:30.924,Instagram,impression,4.57,Brand B
23185bc9-f761-40d0,2026-03-02 03:27:42.293,Instagram,impression,4.65,Brand B
61058104-37dc-4ce7,2026-03-02 03:48:42.168,E-commerce Marketplaces,impression,26.65,Brand J
ba76ea27-8fd9-4f18,2026-03-02 03:49:17.399,E-commerce Marketplaces,impression,6.68,Brand E
90759abf-c72d-4915,2026-03-02 03:59:16.256,Instagram,impression,22.71,Brand H
bc9d4292-d01c-4d45,2026-03-02 04:12:23.771,Google Search,impression,20.91,Brand F
d5f394b9-1f3c-4f01,2026-03-02 04:13:28.240,YouTube,impression,17.16,Brand D
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,0.818,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,1.103,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,0.659,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,1.173,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,0.45,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,0.499,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,0.855,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,1.231,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,1.159,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,1.954,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,0.462,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.494,E-commerce Marketplaces,click,0.262,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.495,E-commerce Marketplaces,click,0.764,Brand F
afec2ff4-c619-40fd,2026-03-02 04:17:02.495,E-commerce Marketplaces,click,1.014,Brand F
1f2e2b86-1da2-4691,2026-03-02 04:24:54.796,Google Search,impression,10.33,Brand E
7baa8f7f-29e8-4151,2026-03-02 04:25:55.600,YouTube,impression,10.09,Brand D
93e3e105-925a-4792,2026-03-02 04:41:50.441,Google Search,impression,13.56,Brand E
2d42d2c9-7728-4f60,2026-03-02 04:55:22.120,Google Search,impression,28.63,Brand F
778f708a-a8ce-40bf,2026-03-02 04:56:03.008,Instagram,impression,28.23,Brand G
7fcc0458-4d8c-41d5,2026-03-02 04:58:14.575,YouTube,impression,17.77,Brand D
c474235e-ef84-4f77,2026-03-02 05:19:52.135,E-commerce Marketplaces,impression,9.53,Brand B
b49e2316-d21d-4357,2026-03-02 05:34:07.728,YouTube,impression,5.91,Brand H
f95d27be-7515-4456,2026-03-02 05:49:36.287,E-commerce Marketplaces,impression,25.84,Brand I
30cafe69-2545-4ed7,2026-03-02 05:51:26.610,Instagram,impression,10.66,Brand B
8a610e70-eea3-4789,2026-03-02 05:56:36.093,Google Search,impression,8.04,Brand J
f95d27be-7515-4456,2026-03-02 05:57:14.225,E-commerce Marketplaces,click,48.02,Brand I
8a610e70-eea3-4789,2026-03-02 06:02:34.630,Google Search,click,118.71,Brand J
b73ac56f-2112-4dbb,2026-03-02 06:03:05.334,YouTube,impression,29.6,Brand G
36f0cf98-217b-47a8,2026-03-02 06:20:05.693,E-commerce Marketplaces,impression,13.7,Brand J
2f8e9c56-ce40-4ecb,2026-03-02 06:26:51.887,Influencer Networks,conversion,137.26,Brand A
6e4f1193-c2aa-4ab5,2026-03-02 06:43:57.216,YouTube,impression,5.7,Brand A
6e4f1193-c2aa-4ab5,2026-03-02 06:52:17.547,YouTube,click,110.61,Brand A
d272ae63-8820-4455,2026-03-02 06:57:31.054,Influencer Networks,impression,6.99,Brand F
2199646d-5666-4cac,2026-03-02 07:10:48.652,E-commerce Marketplaces,conversion,234.46,Brand G
5d4ece1c-ca44-4507,2026-03-02 07:13:19.654,Google Search,impression,15.63,Brand H
447fbc05-9aad-4f72,2026-03-02 07:19:26.462,YouTube,conversion,245.34,Brand D
511e944a-341e-4a6e,2026-03-02 07:22:35.532,Instagram,impression,22.5,Brand J
b658a787-1301-4b4e,2026-03-02 07:25:19.330,YouTube,impression,15.53,Brand A
f95d27be-7515-4456,2026-03-02 07:34:52.579,E-commerce Marketplaces,conversion,79.52,Brand I
6308f39f-5b49-4e11,2026-03-02 07:48:17.390,Instagram,impression,23.46,Brand A
ad05d860-37ff-4ea8,2026-03-02 07:53:35.007,Instagram,impression,18.73,Brand H
1a17a684-66b4-435d,2026-03-02 08:22:55.750,E-commerce Marketplaces,impression,6.05,Brand J
87fc133e-b68f-44bd,2026-03-02 08:33:43.908,E-commerce Marketplaces,impression,17.76,Brand B
186a99fc-0dd8-4dad,2026-03-02 08:34:19.838,E-commerce Marketplaces,impression,15.6,Brand C
7fcc0458-4d8c-41d5,2026-03-02 08:35:11.382,YouTube,conversion,217.83,Brand D
186a99fc-0dd8-4dad,2026-03-02 08:38:56.551,E-commerce Marketplaces,click,24.25,Brand C
55513272-951a-45a8,2026-03-02 08:39:15.034,E-commerce Marketplaces,impression,21.4,Brand B
d6a0d320-b4d5-4c29,2026-03-02 08:44:50.645,E-commerce Marketplaces,impression,15.8,Brand E
84106a38-df4f-4ac7,2026-03-02 08:47:18.212,Influencer Networks,impression,10.91,Brand F
c77e7213-cd15-4dc1,2026-03-02 08:47:51.075,E-commerce Marketplaces,impression,27.83,Brand A
a60ed02b-268e-45fd,2026-03-02 08:48:11.435,Google Search,impression,12.08,Brand G
0c575b0b-e46e-4ef0,2026-03-02 08:52:18.686,Instagram,impression,16.67,Brand G
25aadafe-cf0b-4fa5,2026-03-02 08:54:29.450,YouTube,impression,8.47,Brand C
264ed972-f4dd-4d52,2026-03-02 09:09:29.643,E-commerce Marketplaces,impression,29.1,Brand F
69687400-c34b-4db8,2026-03-02 09:13:47.718,E-commerce Marketplaces,impression,3.73,Brand I
fe7f1571-dc58-4598,2026-03-02 09:14:26.435,Influencer Networks,impression,18.81,Brand G
9edcdb74-b40d-4cd3,2026-03-02 09:26:00.629,E-commerce Marketplaces,impression,13.56,Brand A
65e5bfa3-2fee-4a1f,2026-03-02 09:28:27.674,Google Search,impression,3.98,Brand A
73affa8c-7b30-4db8,2026-03-02 09:28:34.328,Instagram,click,0.559,Brand E
73affa8c-7b30-4db8,2026-03-02 09:28:34.328,Instagram,click,0.14,Brand E
73affa8c-7b30-4db8,2026-03-02 09:28:34.328,Instagram,click,1.521,Brand E
73affa8c-7b30-4db8,2026-03-02 09:28:34.328,Instagram,click,0.239,Brand E
73affa8c-7b30-4db8,2026-03-02 09:28:34.328,Instagram,click,1.923,Brand E
73affa8c-7b30-4db8,2026-03-02 09:28:34.328,Instagram,click,1.506,Brand E
73affa8c-7b30-4db8,2026-03-02 09:28:34.328,Instagram,click,0.464,Brand E
44528958-66c1-48d8,2026-03-02 09:29:01.833,E-commerce Marketplaces,impression,11.88,Brand E
3f7707dc-49be-44f9,2026-03-02 09:29:52.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:29:59.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:02.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:06.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:07.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:14.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:24.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:27.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:37.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:42.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:46.778,Google Search,click,0.0,Brand I
3f7707dc-49be-44f9,2026-03-02 09:30:56.778,Google Search,click,0.0,Brand I
9035268a-7cf1-48c8,2026-03-02 09:40:40.732,Google Search,impression,2.58,Brand C
10ad8b8f-11d6-4ba7,2026-03-02 09:41:09.664,E-commerce Marketplaces,impression,3.63,Brand F
5d4ece1c-ca44-4507,2026-03-02 09:41:29.568,Google Search,conversion,187.87,Brand H
a9e26b94-109c-4aae,2026-03-02 09:48:37.813,E-commerce Marketplaces,impression,12.88,Brand A
243b0b31-7665-4e6d,2026-03-02 09:49:06.560,YouTube,impression,20.21,Brand J
88c050cd-1c82-4675,2026-03-02 09:51:21.322,Influencer Networks,impression,9.0,Brand H
5e74b906-7d31-4714,2026-03-02 09:51:40.763,Google Search,impression,24.74,Brand E
bb06d8c9-303d-4ea5,2026-03-02 09:58:49.220,Influencer Networks,impression,26.79,Brand B
c77e7213-cd15-4dc1,2026-03-02 09:59:19.775,E-commerce Marketplaces,conversion,33.68,Brand A
77bb97ed-cce5-477f,2026-03-02 10:04:17.725,Influencer Networks,impression,5.27,Brand C
bb06d8c9-303d-4ea5,2026-03-02 10:07:15.933,Influencer Networks,click,28.3,Brand B
d6a0d320-b4d5-4c29,2026-03-02 10:08:49.037,E-commerce Marketplaces,conversion,174.58,Brand E
ae485dc8-eeda-4670,2026-03-02 10:10:09.625,Instagram,impression,6.05,Brand G
f51a7fef-cd57-45a8,2026-03-02 10:12:29.175,Instagram,impression,18.83,Brand B
39a02002-cdcb-4089,2026-03-02 10:14:53.498,E-commerce Marketplaces,impression,14.18,Brand B
18b8c857-a699-4613,2026-03-02 10:19:27.975,Google Search,impression,25.22,Brand I
c057953c-5232-43f3,2026-03-02 10:29:10.241,Instagram,impression,15.17,Brand B
68403620-3edd-4962,2026-03-02 10:33:06.493,Google Search,impression,29.49,Brand F
336ce025-5108-4543,2026-03-02 10:34:18.930,Influencer Networks,impression,29.66,Brand B
d4399392-4678-4ee5,2026-03-02 10:41:14.962,YouTube,impression,20.06,Brand A
cafda6ad-68f7-4947,2026-03-02 10:42:27.996,Google Search,impression,22.86,Brand J
b0b51747-a84f-4615,2026-03-02 10:46:53.507,YouTube,impression,16.22,Brand C
528e6edc-e248-426d,2026-03-02 10:49:15.108,E-commerce Marketplaces,impression,28.63,Brand I
10ad8b8f-11d6-4ba7,2026-03-02 10:58:02.774,E-commerce Marketplaces,conversion,160.37,Brand F
cae48273-a150-441b,2026-03-02 10:59:26.667,YouTube,impression,20.15,Brand D
f8040ce9-36e6-4907,2026-03-02 11:02:45.292,E-commerce Marketplaces,impression,23.72,Brand A
d16eb5fa-71a1-474c,2026-03-02 11:03:21.875,Instagram,impression,8.56,Brand I
36f0cf98-217b-47a8,2026-03-02 11:11:15.063,E-commerce Marketplaces,conversion,276.79,Brand J
17a7dc68-7a18-45a6,2026-03-02 11:12:30.985,Google Search,impression,7.47,Brand C
ae7f6665-d05f-430b,2026-03-02 11:46:47.929,E-commerce Marketplaces,impression,27.87,Brand E
cbe11c1e-2ac0-4730,2026-03-02 11:53:51.881,Google Search,impression,25.09,Brand C
2b32e304-9305-44b6,2026-03-02 12:05:15.211,E-commerce Marketplaces,impression,21.02,Brand J
4e95c301-be7c-4d24,2026-03-02 12:17:25.946,Instagram,impression,22.7,Brand G
4e95c301-be7c-4d24,2026-03-02 12:21:23.024,Instagram,click,60.19,Brand G
96c59e15-38e2-46fd,2026-03-02 12:36:26.746,Instagram,impression,4.81,Brand I
ed3a4421-c4d6-466c,2026-03-02 12:50:08.128,E-commerce Marketplaces,impression,2.13,Brand G
cbe11c1e-2ac0-4730,2026-03-02 12:56:42.653,Google Search,conversion,249.22,Brand C
8b483df9-f2cb-49e4,2026-03-02 13:20:18.100,E-commerce Marketplaces,impression,21.36,Brand J
44528958-66c1-48d8,2026-03-02 13:27:27.953,E-commerce Marketplaces,conversion,230.55,Brand E
f0fa98ef-6857-4ad5,2026-03-02 13:31:59.122,Google Search,impression,23.7,Brand E
045d14ed-5710-47ab,2026-03-02 13:33:26.415,Google Search,impression,11.12,Brand J
bf6f7803-abe3-4188,2026-03-02 13:37:44.144,Influencer Networks,impression,13.19,Brand A
bf6f7803-abe3-4188,2026-03-02 13:42:03.948,Influencer Networks,click,109.12,Brand A
