user_id,persona
eb2f0ae5-29e5-4bc7,Bot-Simulated
0e4c1002-3efc-470e,Bot-Simulated
71529b93-93bb-4798,Bot-Simulated
9c60bc9c-ceb6-41e1,Bot-Simulated
5f1391da-7bc8-4fa2,Bot-Simulated
e853caf0-6275-4808,Bot-Simulated
868fb140-bb37-4a31,Bot-Simulated
8ab84f46-f75f-464e,Bot-Simulated
a7e8e2f6-4779-46fc,Bot-Simulated
f520280b-0653-4532,Bot-Simulated
6c36ebbd-6f50-43fa,Bot-Simulated
1eebd6d8-b3a8-4d6b,Bot-Simulated
ce2bdb71-1eb6-41df,Bot-Simulated
3e24a7ba-52e7-450f,Bot-Simulated
21375cb9-2a01-45d4,Bot-Simulated
b1c42539-0b72-4d09,Bot-Simulated
2a76da2a-9c2f-4198,Bot-Simulated
f6ae53e4-6f3e-4d17,Bot-Simulated
4df214eb-3fa6-44ec,Bot-Simulated
79f8489c-d84e-494d,Bot-Simulated
293129b7-9d9d-4c5f,Bot-Simulated
97bffb06-4586-4061,Bot-Simulated
91eb62e2-4d35-483e,Bot-Simulated
81b2a3e7-0087-4505,Bot-Simulated
0f0d3a16-aab9-44c6,Bot-Simulated
c3707808-ac58-4b63,Bot-Simulated
b45b2032-7789-4405,Bot-Simulated
877ef006-bfd5-4e20,Bot-Simulated
1f390d7d-35f1-4fac,Bot-Simulated
dd6cc98b-ccb3-45bc,Bot-Simulated
61df969b-191a-4d22,Bot-Simulated
dd2b8712-8ab7-4e44,Bot-Simulated
5ffed8db-c7a7-4941,Bot-Simulated
a3a10844-3ff8-4947,Bot-Simulated
bad8ddad-93a6-4769,Bot-Simulated
b560e23d-e360-4b03,Bot-Simulated
417e1cfa-bf0f-4a6a,Bot-Simulated
22856389-7980-4bee,Bot-Simulated
b84cc461-6f6e-4cab,Bot-Simulated
e5de2d06-0372-4373,Bot-Simulated
114e083c-91f7-4a53,Bot-Simulated
9c28413c-2cd3-4c24,Bot-Simulated
e8127f23-4a3a-4315,Bot-Simulated
d45a9533-f461-4c4b,Bot-Simulated
ce8db741-7958-4ccd,Bot-Simulated
0402534b-2a81-4587,Bot-Simulated
36b6a9bf-85c5-49c1,Bot-Simulated
f0aa1f4b-5ba8-4a91,Bot-Simulated
44ef1cc8-51a0-4284,Bot-Simulated
dacf2db6-dbe3-494e,Bot-Simulated
44869896-e685-481d,Bot-Simulated
3e8af9a0-5fab-4350,Bot-Simulated
0715596a-b5bf-495d,Bot-Simulated
b95d5cc5-6190-4315,Bot-Simulated
3f36a56a-b491-4d6c,Bot-Simulated
cba6382f-a643-48a7,Bot-Simulated
acf3506e-58be-4907,Bot-Simulated
6171a129-5cf3-457e,Bot-Simulated
8e51f158-0bae-4595,Bot-Simulated
052df0e6-87eb-466f,Bot-Simulated
def4b982-41a6-45c1,Bot-Simulated
c425490a-f349-4353,Bot-Simulated
8671ce41-1edd-441d,Bot-Simulated
531b97e8-079c-4b2e,Bot-Simulated
ac74324e-e82f-481f,Bot-Simulated
4c917213-8ac9-42cb,Bot-Simulated
6f96fd53-33e0-4e60,Bot-Simulated
8d895df5-bda2-424a,Bot-Simulated
9d878ef0-46ae-4546,Bot-Simulated
f9292dee-7c11-40c2,Bot-Simulated
58061a8e-f52d-4ebb,Bot-Simulated
054f110f-7852-4564,Bot-Simulated
9dc5c3c6-541a-46a8,Bot-Simulated
0169b7ce-85ec-4f7c,Bot-Simulated
d4f9fc2a-7bfc-4d59,Bot-Simulated
db73e6a2-442f-4af8,Bot-Simulated
0a2e536b-a118-46ff,Bot-Simulated
9ee1194c-a996-4a36,Bot-Simulated
9db01f1a-bdd8-4c58,Bot-Simulated
dfef2ab3-6006-4b7d,Bot-Simulated
1a2f0621-a468-4136,Bot-Simulated
a7c046fc-0cd4-4e75,Bot-Simulated
037e0f9e-9b92-4603,Bot-Simulated
3d7a8728-f899-4c86,Bot-Simulated
a3415879-a66c-4a1f,Bot-Simulated
067cf0a7-f00d-4290,Bot-Simulated
7b462170-fa2e-4ba6,Bot-Simulated
8930c6d4-0d3c-41d8,Bot-Simulated
0f92531e-3046-4cba,Bot-Simulated
2eabac07-a1b0-4dc6,Bot-Simulated
911fef77-b536-483c,Bot-Simulated
c546c9c3-56eb-49dd,Bot-Simulated
6a0c3223-5f40-44f4,Bot-Simulated
0ab45bb2-7d51-44ff,Bot-Simulated
7f3cfaee-3a89-4440,Bot-Simulated
710d0076-69fb-4442,Bot-Simulated
a0e374a0-3225-41a9,Bot-Simulated
6f5b9bcc-d309-426f,Bot-Simulated
83682725-7979-4db6,Bot-Simulated
17313907-eb34-44b8,Bot-Simulated
625a1f7b-5404-4d6a,Bot-Simulated
df201554-dde1-4199,Bot-Simulated
8c926857-09a0-493d,Bot-Simulated
937ff7ed-c07d-415e,Bot-Simulated
1309e398-c431-44f1,Bot-Simulated
f0db3439-ec4e-4854,Bot-Simulated
303a7a8b-e9e4-492b,Bot-Simulated
18e6b7b4-27cc-446b,Bot-Simulated
b4677720-b5be-4c76,Bot-Simulated
f7a59f1d-0f73-4621,Bot-Simulated
a0ac427f-c6f5-4069,Bot-Simulated
35577b91-eae0-4472,Bot-Simulated
3bac328c-98d4-4b2b,Bot-Simulated
28b10f97-20f1-4f4f,Bot-Simulated
b693baba-ad84-4734,Bot-Simulated
4a939537-de98-4b2d,Bot-Simulated
059be57a-d4f4-4db8,Bot-Simulated
06a2abfc-bb20-493d,Bot-Simulated
8d375451-f4e3-46b6,Bot-Simulated
68dc4651-59f4-43f8,Bot-Simulated
2b5a4824-a4c6-4b64,Bot-Simulated
3241eadf-8de4-46a3,Bot-Simulated
bfb97fef-f2ae-443d,Bot-Simulated
e57de864-b4c9-41f1,Bot-Simulated
77a5045a-7f2b-4578,Bot-Simulated
65b67f04-b9dc-47a9,Bot-Simulated
324c7076-0d61-4026,Bot-Simulated
8933b1a2-ff8c-4929,Bot-Simulated
b886e2a9-691f-43e5,Bot-Simulated
dd256d9e-ae19-4c20,Bot-Simulated
8bdd9bd3-0803-4b72,Bot-Simulated
5e0e38f2-b95d-4d46,Bot-Simulated
709c231d-4ec5-467c,Bot-Simulated
040c154a-1f5f-4df2,Bot-Simulated
4f4a6e7f-1957-42de,Bot-Simulated
93242f0e-dbfe-4497,Bot-Simulated
475d23d0-08a4-4a7c,Bot-Simulated
9ce38090-f509-4b87,Bot-Simulated
6dcf44a6-9607-43d3,Bot-Simulated
0081723c-6db9-46a5,Bot-Simulated
a83f425c-7bba-42ab,Bot-Simulated
2e6a10d6-956f-4f68,Bot-Simulated
483d4cf5-c89e-4cb6,Bot-Simulated
e73b0817-aedf-484d,Bot-Simulated
ad4656f2-e7cb-479c,Bot-Simulated
442a040a-6d5b-4591,Bot-Simulated
f433bdc5-fcf8-4081,Bot-Simulated
80c1aba0-7f20-4492,Bot-Simulated
d628c9b0-eaf0-443a,Bot-Simulated
2cdbebd3-c4ef-4fe0,Bot-Simulated
1de7ffbf-5d8d-4fcd,Bot-Simulated
15d20fdd-9dda-4e31,Bot-Simulated
9772b4d5-3304-4d62,Bot-Simulated
d01ac2c2-6b65-4e13,Bot-Simulated
1837a2b3-3acf-4d8c,Bot-Simulated
abc171f0-cf97-48a6,Bot-Simulated
1b4ab162-3724-493d,Bot-Simulated
d857beef-2ce6-448e,Bot-Simulated
732ae7fd-dd3b-4868,Bot-Simulated
2f4b9813-e5b5-4766,Bot-Simulated
5e9b2978-e646-450b,Bot-Simulated
3c4c76bc-57d8-4431,Bot-Simulated
3f7707dc-49be-44f9,Bot-Simulated
99a6d7db-d25d-4e10,Bot-Simulated
9139fc09-f8c9-4176,Bot-Simulated
dcc81008-1143-450b,Bot-Simulated
5d8c785a-dc14-4fa4,Bot-Simulated
dee00bd1-4c7d-44e6,Bot-Simulated
b552b93e-2266-4bd8,Bot-Simulated
fde6e50f-99ab-428a,Bot-Simulated
cccb2312-cd05-452a,Bot-Simulated
16a60a0f-89c6-49d1,Bot-Simulated
97764599-7630-4d58,Bot-Simulated
7edc81c2-3714-46ea,Bot-Simulated
99239c2e-9e35-4ca3,Bot-Simulated
8d1f8399-093d-4a4e,Bot-Simulated
743e9c96-1b5a-445d,Bot-Simulated
e24fa1a5-e20a-47d2,Bot-Simulated
637b0753-8a2e-4463,Bot-Simulated
6e7da91e-da87-4632,Bot-Simulated
fc0fe476-004b-4f35,Bot-Simulated
fdefa50c-20fb-482c,Bot-Simulated
305ef1ee-eb30-402b,Bot-Simulated
52711fe5-f010-4def,Bot-Simulated
d4b664ca-e0ba-4f71,Bot-Simulated
96aac6e0-e3d9-479b,Bot-Simulated
a50c754c-2420-4816,Bot-Simulated
3b1bdecd-88f2-48b3,Bot-Simulated
ff7f1eba-29e7-4f14,Bot-Simulated
f741c181-caf6-44a4,Bot-Simulated
be0ce0d5-e915-45c4,Bot-Simulated
00457c35-14db-402d,Bot-Simulated
4d69661b-cb4b-49d2,Bot-Simulated
1373b4b2-9126-4464,Bot-Simulated
5799b481-23c6-4554,Bot-Simulated
f6bc8590-49fc-4a7c,Bot-Simulated
ed68785a-cfc5-447f,Bot-Simulated
6610a450-cf34-4499,Bot-Simulated
234df358-24e6-470f,Bot-Simulated
4d8a12fd-ce3c-4d43,Bot-Simulated
3ce73a3b-c1d7-4b3d,Bot-Simulated
73d7a340-ee1c-46a8,Bot-Simulated
c6d17f6c-a624-4cdb,Bot-Simulated
def96493-d3d0-402e,Bot-Simulated
5a7b9c06-ab6f-450a,Bot-Simulated
68466a5c-3edd-47ce,Bot-Simulated
60383d03-8165-4908,Bot-Simulated
d101cc84-2559-464d,Bot-Simulated
2e0f3fda-4d45-4c6f,Bot-Simulated
33c49874-5def-42d8,Bot-Simulated
74675ef0-e819-4f9b,Bot-Simulated
5b8abd5d-f393-43f5,Bot-Simulated
e1e6bcde-f49b-40b9,Bot-Simulated
538f159b-83ce-4aad,Bot-Simulated
1b1b66fd-cf71-4fc8,Bot-Simulated
489121c5-7aad-4aff,Bot-Simulated
49a4bcc7-fad3-485d,Bot-Simulated
415b039a-901b-4751,Bot-Simulated
5645e357-9e50-43d2,Bot-Simulated
d58ae18f-f4dd-40ce,Bot-Simulated
61ea12b4-2d95-46d1,Bot-Simulated
4fef1ec4-298a-4cb2,Bot-Simulated
5eb28f76-370e-4768,Bot-Simulated
16009e22-89f3-4688,Bot-Simulated
20a04848-fe5b-4442,Bot-Simulated
bf272359-8cc3-4275,Bot-Simulated
caf25743-400e-44ab,Bot-Simulated
15eb02eb-6a86-4926,Bot-Simulated
25f5d824-cb6f-4de8,Bot-Simulated
c3f7733e-a066-4a81,Bot-Simulated
d4cd2486-1aae-4a0d,Bot-Simulated
935b9434-f72d-4856,Bot-Simulated
2a50ad9e-1ce9-444e,Bot-Simulated
b51934c2-0725-449d,Bot-Simulated
7a8f1929-0e9e-4562,Bot-Simulated
9b2a2690-3a78-4124,Bot-Simulated
5259d7bb-2a73-4ff1,Bot-Simulated
7fa7e950-b335-4048,Bot-Simulated
86b34190-c19d-4dae,Bot-Simulated
8202a50c-b520-4b7c,Bot-Simulated
f7d19d12-539a-42b7,Bot-Simulated
1cbc9ccb-2978-4de1,Bot-Simulated
d9a1e547-ba81-4a3a,Bot-Simulated
263fb4b3-b47b-4935,Bot-Simulated
d17491fc-30fe-4ca8,Bot-Simulated
92c0320f-6bcc-46d0,Bot-Simulated
fe2d433c-6e7a-459c,Bot-Simulated
68b65fd4-61f2-4e4b,Bot-Simulated
96c9fe19-4342-4a3d,Bot-Simulated
c23e41de-0116-46af,Bot-Simulated
ee91b7b9-9fba-457c,Bot-Simulated
fd50e2c9-6edc-47ca,Bot-Simulated
f09072fd-08e2-4c65,Bot-Simulated
8fddd6b3-95b5-40d5,Bot-Simulated
36110f76-9e77-4973,Bot-Simulated
efb565b3-24d6-48dc,Bot-Simulated
be944dfc-4b42-47fd,Bot-Simulated
ec9f4e41-d3b3-4862,Bot-Simulated
f7588a78-cd2d-478b,Bot-Simulated
823a0a47-70a2-4050,Bot-Simulated
5cf929b1-147c-445b,Bot-Simulated
f4ceb100-e2f3-4913,Bot-Simulated
261f14b6-a204-4096,Bot-Simulated
3e0256f0-0644-4d62,Bot-Simulated
5eafc39c-7a57-41a4,Bot-Simulated
b9a235fb-f7cc-42ad,Bot-Simulated
7c67162d-ac84-4236,Bot-Simulated
6f4adf28-e7e1-4e7d,Bot-Simulated
0c5d4908-447d-4ddc,Bot-Simulated
c447c878-5130-48f6,Bot-Simulated
8b5524ad-59ef-4c8d,Bot-Simulated
e982c0ee-4061-4a9b,Bot-Simulated
36a53c32-ae90-433d,Bot-Simulated
55c6cdf8-b558-4b2a,Bot-Simulated
959b54c8-1128-4e00,Bot-Simulated
8a15e648-e802-4a50,Bot-Simulated
7ece1d9a-7cc5-4383,Bot-Simulated
0d03ddbb-9e84-4082,Bot-Simulated
898c0349-2ba1-4d89,Bot-Simulated
14ddef77-6051-4cd8,Bot-Simulated
59d052b2-c013-4a67,Bot-Simulated
78468a66-7783-4489,Bot-Simulated
ae4537fa-6944-4293,Bot-Simulated
636018d0-9a37-4e81,Bot-Simulated
5d39b51a-f5fb-41d9,Bot-Simulated
82e914a7-0101-418d,Bot-Simulated
1cd99543-40cd-4d0e,Bot-Simulated
4d54c11a-7a42-484c,Bot-Simulated
b82451a5-1428-4359,Bot-Simulated
bde36a4a-6eb8-462e,Bot-Simulated
8d4d294c-5e62-49b1,Bot-Simulated
1cd1e563-ec73-447e,Bot-Simulated
7b2022a0-6d72-478c,Bot-Simulated
90a40e9f-ca44-4f4a,Bot-Simulated
a77c5a36-f889-49b6,Bot-Simulated
eaba9e97-1d7c-482c,Bot-Simulated
8d60d3ab-dd19-43d1,Bot-Simulated
491b9df0-f3d8-4b8a,Bot-Simulated
bdcdf7dc-1912-4158,Bot-Simulated
7d25be5f-cce3-428e,Bot-Simulated
c01d9b84-4774-4884,Bot-Simulated
ebd45275-7bfe-42a3,Bot-Simulated
41cc855a-63d0-45dc,Bot-Simulated
ec5948a3-5d06-40c9,Bot-Simulated
fe972d9c-4c82-4de0,Bot-Simulated
906391fb-b656-4857,Bot-Simulated
64805ac2-0f28-40cf,Bot-Simulated
89e0d4a8-19c4-4d4d,Bot-Simulated
d7b299a6-7b57-4599,Bot-Simulated
be5b3f5e-b38d-4cac,Bot-Simulated
75cfcba1-c1d3-40cf,Bot-Simulated
ab059664-c8f5-420d,Bot-Simulated
e9317c7a-2dee-478d,Bot-Simulated
16cb65f4-d270-4d17,Bot-Simulated
256560aa-26c1-4699,Bot-Simulated
5a4e5aff-173a-4049,Bot-Simulated
310860cb-bf75-413f,Bot-Simulated
9dd757b1-c80a-4af8,Bot-Simulated
28957a2c-6b35-4478,Bot-Simulated
fb37b2bd-ab54-4c9d,Bot-Simulated
da991f79-4b7c-4702,Bot-Simulated
7625d1d3-35b3-455e,Bot-Simulated
f398f1c0-f3a3-450e,Bot-Simulated
ed27e426-318b-4079,Bot-Simulated
54c67e0b-4e3e-40e3,Bot-Simulated
6e8a32ea-59c3-4ef3,Bot-Simulated
8cc647a0-0f4c-40e2,Bot-Simulated
b4544454-7584-41b3,Bot-Simulated
057c228f-8965-4e33,Bot-Simulated
d77283aa-44a7-4c89,Bot-Simulated
2a1dc1fa-5fb3-421d,Bot-Simulated
7fd9f1a8-1c6b-4aef,Bot-Simulated
1ebf882a-cea5-439d,Bot-Simulated
bef103c4-51d5-464f,Bot-Simulated
aa27ac47-df73-464c,Bot-Simulated
cf1c791d-312f-45c6,Bot-Simulated
560e2701-7ea7-402b,Bot-Simulated
e698db47-bc67-4de9,Bot-Simulated
b1e2cd64-49f3-4968,Bot-Simulated
ea157d02-b73b-42d4,Bot-Simulated
f4c720e0-00bb-45d0,Bot-Simulated
a5b891a5-03be-48b4,Bot-Simulated
477c8d86-163d-4024,Bot-Simulated
7132728a-8147-483d,Bot-Simulated
9f491011-4002-4cbe,Bot-Simulated
631829f1-edda-476a,Bot-Simulated
80605ec7-685c-4002,Bot-Simulated
d91e50fb-560e-4ea6,Bot-Simulated
596b908c-e662-4471,Bot-Simulated
fbbc53e1-68db-4371,Bot-Simulated
4f2af349-b0e8-4e64,Bot-Simulated
f7351e33-19e1-41ef,Bot-Simulated
19fe5314-0708-49e9,Bot-Simulated
1e800e47-6f4e-42da,Bot-Simulated
8a3a1c04-235c-4705,Bot-Simulated
d70759e3-aa3b-4db2,Bot-Simulated
9a84eca7-070f-4bdb,Bot-Simulated
620c3dbe-c1af-41e9,Bot-Simulated
fed27115-eaaa-4469,Bot-Simulated
32b0225a-124e-49e7,Bot-Simulated
88b32587-6f34-4678,Bot-Simulated
619ef03d-c930-402a,Bot-Simulated
2cff2e07-45f8-493b,Bot-Simulated
805ce731-c0a7-47b0,Bot-Simulated
04158b64-a2af-47ae,Bot-Simulated
901c4950-daaa-47ed,Bot-Simulated
66fdeac1-ac21-49ba,Bot-Simulated
11218e62-7acd-4d0f,Bot-Simulated
d6bf9081-bf9c-4303,Bot-Simulated
e88dbbc0-4ab3-4d91,Bot-Simulated
f8d46d6b-97cd-4763,Bot-Simulated
11f0cf88-42b6-4ba1,Bot-Simulated
8dd5d666-c570-4472,Bot-Simulated
0db0ba0f-a340-4952,Bot-Simulated
7c473d56-ef51-4076,Bot-Simulated
c83aea02-3265-4461,Bot-Simulated
8a7cd25d-991f-4ff8,Bot-Simulated
0cffc307-3f83-44b6,Bot-Simulated
7ab9ace8-d820-46f7,Bot-Simulated
ce6d64e8-a0f2-4308,Bot-Simulated
bdb49250-15a4-47ca,Bot-Simulated
c85e3066-431f-4c76,Bot-Simulated
802265c0-2a7d-4e49,Bot-Simulated
1057d739-c691-4f76,Bot-Simulated
5e40fbf2-f377-4d5e,Bot-Simulated
775e96ad-ab14-4e23,Bot-Simulated
ec74ae7f-1f2e-4129,Bot-Simulated
16028b14-5ac1-4082,Bot-Simulated
05e525cc-0615-4404,Bot-Simulated
e14d40a5-77b4-4154,Bot-Simulated
f5b60228-d307-4402,Bot-Simulated
f4576828-ed67-480e,Bot-Simulated
0dbdee27-ba6a-4a34,Bot-Simulated
d4637515-e393-490d,Bot-Simulated
e0e32985-e7dc-4fba,Bot-Simulated
421b96ca-fc6b-4441,Bot-Simulated
b62e0e58-8fba-4713,Bot-Simulated
230f3ef8-af57-405d,Bot-Simulated
22e19256-4b22-4663,Bot-Simulated
e497970a-72ee-45eb,Bot-Simulated
338591e4-4309-4fa4,Bot-Simulated
3230dd3d-16de-4a4c,Bot-Simulated
fe0d25bd-1bca-4344,Bot-Simulated
1ccb7865-b4fb-480b,Bot-Simulated
34f15026-1cb3-4930,Bot-Simulated
d90afe43-a9bc-4cd1,Bot-Simulated
529ca166-d747-4cdd,Bot-Simulated
4e54817e-e529-439a,Bot-Simulated
d40ccce2-d812-44ea,Bot-Simulated
026239da-c29c-4457,Bot-Simulated
bf19e19a-6f04-4adc,Bot-Simulated
29900113-ea62-420e,Bot-Simulated
3ad59e22-f6db-4dda,Bot-Simulated
06921ae4-bcec-49e8,Bot-Simulated
aceaecd6-67fb-42ec,Bot-Simulated
416fbebf-094f-4820,Bot-Simulated
6a440930-235f-40de,Bot-Simulated
a835bd3a-0c4f-457f,Bot-Simulated
19fd330b-1b61-4bcb,Bot-Simulated
a5bfa72f-f5c7-4e2d,Bot-Simulated
27c34f02-db47-4bba,Bot-Simulated
36bc051a-a890-4a64,Bot-Simulated
cd54f0ac-508f-4871,Bot-Simulated
73affa8c-7b30-4db8,Bot-Simulated
25e0f67c-8a44-4288,Bot-Simulated
09462849-d4ba-4fbc,Bot-Simulated
fe7ffb0a-d59d-41d3,Bot-Simulated
57e0f3f1-dc17-4a28,Bot-Simulated
e17c2580-0864-4f25,Bot-Simulated
534b502b-7ebd-41ec,Bot-Simulated
ddbdb09a-7596-4c30,Bot-Simulated
af837509-b733-451d,Bot-Simulated
b772d318-bbd1-4913,Bot-Simulated
6866323c-8e14-4c97,Bot-Simulated
ae059877-c6ba-4332,Bot-Simulated
4c7559c1-047d-48d6,Bot-Simulated
43dc28b6-acbb-462d,Tech Savvy Professionals
c81e3a66-012f-4c2d,Eco-conscious Shoppers
03e2901f-b51b-43d2,Deal Hunters
33f1539b-3ed7-43c5,Eco-conscious Shoppers
efbe5e54-35ac-460a,Suburban Parents
4244d682-afe3-49fb,Budget Parents
9799ed08-da6b-4dc5,Gen-Z Trendseekers
c12fada4-9e31-49cc,Deal Hunters
407db1fd-d219-484f,Eco-conscious Shoppers
636c629f-cabe-49a7,Gen-Z Trendseekers
954db529-e915-4e32,Budget Parents
bfdc1592-70ca-40bc,Budget Parents
472584f6-0dea-45fa,Tech Savvy Professionals
182a3622-ad41-41dc,Tech Savvy Professionals
6193d994-3bc6-4fcf,Budget Parents
3d78407c-516f-4c32,Eco-conscious Shoppers
c699b63e-4d1d-4138,Eco-conscious Shoppers
cfcea6fe-b862-4aee,Eco-conscious Shoppers
563aefc4-5a29-4cfd,Budget Parents
a3b7bdeb-9fdc-408d,Eco-conscious Shoppers
bc98530d-ce1c-4230,Budget Parents
f8340c07-939c-4e1e,Suburban Parents
75bc0858-6bf2-4030,Deal Hunters
59d0cb17-4ff6-4bfa,Eco-conscious Shoppers
78d8b65d-7fea-49e8,Suburban Parents
e8134194-679a-4f4a,Budget Parents
14590e67-4a1b-4881,Eco-conscious Shoppers
09b888a8-3b86-405a,Tech Savvy Professionals
a394c92a-e556-4704,Gen-Z Trendseekers
18fbd1a0-e3e9-41a3,Eco-conscious Shoppers
de3bc18b-be43-49ed,Eco-conscious Shoppers
a08af4e4-0144-4944,Gen-Z Trendseekers
10bb1d48-6121-46c2,Deal Hunters
6adb8c9f-ecfb-48f8,Tech Savvy Professionals
324580b9-3a97-41fb,Deal Hunters
047f897a-5f3b-4b9d,Gen-Z Trendseekers
4f20a997-2de0-4ed3,Budget Parents
83c5547a-eeca-4587,Gen-Z Trendseekers
a9bd742c-8619-4075,Tech Savvy Professionals
df80aac9-b764-4ef1,Suburban Parents
b9bfe3ca-90a6-4a69,Eco-conscious Shoppers
ab990673-d9b0-4aad,Eco-conscious Shoppers
21d19f50-7656-48f9,Deal Hunters
0c9c67fb-68d5-47a8,Budget Parents
46d1c959-0029-4f55,Tech Savvy Professionals
bf0f4d7c-fb27-4eec,Eco-conscious Shoppers
7a764e24-6f34-4394,Budget Parents
b89ed51f-4e86-4e85,Deal Hunters
421412cc-afd8-4864,Tech Savvy Professionals
cd2bd278-99d0-413d,Eco-conscious Shoppers
f01f2d26-9e6e-4b18,Suburban Parents
7e2f2bf1-1ba0-47ae,Deal Hunters
39e9bcbd-1624-4424,Budget Parents
a02d5b16-f8ac-479f,Tech Savvy Professionals
c131979e-5d90-436a,Eco-conscious Shoppers
dd1dfde3-67c0-47bc,Eco-conscious Shoppers
a757d347-23af-4145,Tech Savvy Professionals
a04508b4-e1ef-42fd,Gen-Z Trendseekers
2f344035-28c1-46b6,Budget Parents
b27c6398-56bf-44f6,Suburban Parents
22b758fe-ee96-4fc6,Deal Hunters
fa529a1a-ea8f-4305,Tech Savvy Professionals
ec30b551-bfed-424f,Gen-Z Trendseekers
837eceb6-7ba6-4ff9,Tech Savvy Professionals
af1a5308-ec36-4e77,Budget Parents
e7cdd202-c5bf-4e2d,Deal Hunters
6e535a09-bd66-42bd,Budget Parents
d0cd855f-982f-4f01,Gen-Z Trendseekers
c0eb1b2e-57e7-418d,Budget Parents
d158e164-9c2b-4ab6,Tech Savvy Professionals
21b923a6-0b14-42fc,Deal Hunters
b8a0238a-28fa-484e,Gen-Z Trendseekers
e1377c7d-9a14-43f8,Gen-Z Trendseekers
ea2710b9-d04c-40a0,Eco-conscious Shoppers
59cab5c0-64cb-4552,Deal Hunters
7f09ad70-b9ba-4f6a,Eco-conscious Shoppers
33d78409-6900-460e,Deal Hunters
b85b542c-82d1-460a,Budget Parents
403fddf9-5939-4473,Budget Parents
43d50e19-4a68-47a9,Suburban Parents
fd8d2463-35ee-42ea,Gen-Z Trendseekers
8ee00bb6-67dd-43e5,Eco-conscious Shoppers
9eccebd7-4122-496e,Deal Hunters
5e8525bb-57fb-4d17,Eco-conscious Shoppers
ae4e803a-948d-479a,Budget Parents
ac290a5f-eea9-4b80,Deal Hunters
7d0d7d18-6d65-414c,Eco-conscious Shoppers
b433f1cb-ee46-4c07,Tech Savvy Professionals
83d1aeef-5372-438c,Deal Hunters
93972dcf-7ac1-4999,Budget Parents
32862511-8aba-4035,Eco-conscious Shoppers
3c782339-44ab-4186,Gen-Z Trendseekers
c4ddf097-fae2-4fee,Eco-conscious Shoppers
7fe16260-b11c-44e6,Eco-conscious Shoppers
d8aac8a4-863d-4215,Deal Hunters
2f1f846f-94f2-41b5,Suburban Parents
a0df9189-c1a8-4386,Deal Hunters
0ca0aa02-374b-4d1b,Eco-conscious Shoppers
